,"0
08:30 - 08:55","1
09:00 - 09:45","2
09:55 - 10:40","3
10:50 - 11:35","4
11:45 - 12:30","5
12:50 - 13:35","6
13:55 - 14:40","7
14:50 - 15:35","8
15:45 - 16:30"
0,,,,,,,,,
1,,"11А/11Б/11В/11Г/11Д
Практ.физ. (2)
413","11А/11Б/11В/11Г/11Д
Практ.физ. (2)
413","11А/11Б/11Г/11Д
Практ.физ. (1)
413","11А/11Б/11Г/11Д
Практ.физ. (1)
413","11Г/11Д
Практ.физ. (3)
413","11Г/11Д
Практ.физ. (3)
413",,
2,,"10А/10Б/10Г/10Д
Прак.физ. (1)
414","10А/10Б/10Г/10Д
Прак.физ. (1)
414","10Б/10В/10Г/10Д
Прак.физ. (1)
414","10Б/10В/10Г/10Д
Прак.физ. (1)
414","10А/10Б/10Д
Прак.физ. (2)
414","10А/10Б/10Д
Прак.физ. (2)
414",,
3,,,,,,,,,
4,,"11А/11Б/11Г/11Д
Практ.физ. (1)
414","11А/11Б/11Г/11Д
Практ.физ. (1)
414","11Г/11Д
Практ.физ. (3)
414","11Г/11Д
Практ.физ. (3)
414","11А/11Б/11В/11Г/11Д
Практ.физ. (2)
414","11А/11Б/11В/11Г/11Д
Практ.физ. (2)
414",,
5,,"10Б/10В/10Г/10Д
Прак.физ. (1)
414","10Б/10В/10Г/10Д
Прак.физ. (1)
414","10А/10Б/10Д
Прак.физ. (2)
414","10А/10Б/10Д
Прак.физ. (2)
414","10А/10Б/10Г/10Д
Прак.физ. (1)
414","10А/10Б/10Г/10Д
Прак.физ. (1)
414",,
