,"0
08:30 - 08:55","1
09:00 - 09:45","2
09:55 - 10:40","3
10:50 - 11:35","4
11:45 - 12:30","5
12:50 - 13:35","6
13:55 - 14:40","7
14:50 - 15:35","8
15:45 - 16:30"
0,,,,,,,,,
1,,,,,,,,,
2,,"9В
Алгебра
35","9В
Алгебра
35",,,,"9В
Геометрия
20",,
3,,"9В
Практ.Мат.
34","9В
Практ.Мат.
34","9А/9В/9Г/9Д
Математика
30","9А/9В/9Г/9Д
Математика
30","10Д
Практ.мат. (1)
41","10Д
Практ.мат. (1)
41",,
4,,,,"6В
Геометрия
34","6В
Геометрия
34","9В
Алгебра и теория вероятностей
34","9В
Алгебра и теория вероятностей
34",,
5,,"9В
Геометрия
34","9В
Геометрия
34",,,"6В
Практ.Мат.
40","6В
Практ.Мат.
40",,
