,"0
08:30 - 08:55","1
09:00 - 09:45","2
09:55 - 10:40","3
10:50 - 11:35","4
11:45 - 12:30","5
12:50 - 13:35","6
13:55 - 14:40","7
14:50 - 15:35","8
15:45 - 16:30"
0,"7А
Классный Час
44","11А
История
309","11А
История
309",,"7Д
История
47","11Б
История
41","11Б
История
41",,
1,,"7Б
История
44","7Б
История
44","7Г
История
44","7Г
История
44",,,,
2,,"7Д
История
44","7А
История
44","9А/9Г/9Д
Обществ.
44","9А/9Г/9Д
Обществ.
44",,,,
3,,,,,"7А
История
47",,,,
4,,"7В
История
36",,"9Б/9В
Обществ.
41","9Б/9В
Обществ.
41","7В
История
41",,,
5,,,,,,,,,
