,"0
08:30 - 08:55","1
09:00 - 09:45","2
09:55 - 10:40","3
10:50 - 11:35","4
11:45 - 12:30","5
12:50 - 13:35","6
13:55 - 14:40","7
14:50 - 15:35","8
15:45 - 16:30"
0,"6А
Классный Час
30","6А
Математика
30","6А
Математика
30",,"9А
Алгебра и теория вероятностей
30","9А
Алгебра и теория вероятностей
30","9А
Геометрия
30",,
1,,"6А
Геометрия
30","6А
Геометрия
30","9А
Алгебра
30","9А
Алгебра
30",,,,
2,,"6А
Практ.Мат.
30","6А
Практ.Мат.
30",,,,,,
3,,,,"9А/9В/9Г/9Д
Математика
34","9А/9В/9Г/9Д
Математика
34","9А
Практ.Мат.
30","9А
Практ.Мат.
30",,
4,,"9А
Геометрия
30","9А
Геометрия
30","6А
Алгебра и теория вероятностей
30","6А
Алгебра и теория вероятностей
30",,,,
5,,,,,,,,,
