,"0
08:30 - 08:55","1
09:00 - 09:45","2
09:55 - 10:40","3
10:50 - 11:35","4
11:45 - 12:30","5
12:50 - 13:35","6
13:55 - 14:40","7
14:50 - 15:35","8
15:45 - 16:30"
0,"11Д
Классный Час
28","8В
Англ.яз.
28","8В
Англ.яз.
28","8А
Англ.яз.
28","8А
Англ.яз.
28",,"8Д
Англ.яз.
28",,
1,,,,,,"11Г/11Д
Англ.яз. (1)
28","11Г/11Д
Англ.яз. (1)
28","11Г/11Д
Англ.яз. (2)
28","11Г/11Д
Англ.яз. (2)
28"
2,,,,"8Д
Англ.яз.
28","8Д
Англ.яз.
28",,,,
3,,,"8А
Англ.яз.
28",,"8В
Англ.яз.
28","10А/10В/10Г
Англ.яз. (2)
28","10А/10В/10Г
Англ.яз. (2)
28","10А/10В/10Г
Англ.яз. (1)
28",
4,,"11Г/11Д
Англ.яз. (3)
28","11Г/11Д
Англ.яз. (3)
28",,,"10А/10В/10Г
Англ.яз. (1)
28","10А/10В/10Г
Англ.яз. (1)
28","10А/10В/10Г
Англ.яз. (2)
28",
5,,,,,,,,,
