,"0
08:30 - 08:55","1
09:00 - 09:45","2
09:55 - 10:40","3
10:50 - 11:35","4
11:45 - 12:30","5
12:50 - 13:35","6
13:55 - 14:40","7
14:50 - 15:35","8
15:45 - 16:30"
0,,,,,,,,,
1,,"11Б/11Г/11Д
Информатика (1)
22","11Б/11Г/11Д
Информатика (1)
22","11А/11Б/11В/11Г/11Д
Информатика (4)
22","11А/11Б/11В/11Г/11Д
Информатика (4)
22","9Б
Информатика
22","9Б
Информатика
22",,
2,,,,,,,,,
3,,,,,,,,,
4,,"9В
Информатика
22","9В
Информатика
22","9Г
Информатика
22","9Г
Информатика
22","11А/11Б/11В/11Г/11Д
Информатика (7)
22","11А/11Б/11В/11Г/11Д
Информатика (7)
22",,
5,,,,,,,,,
