,"0
08:30 - 08:55","1
09:00 - 09:45","2
09:55 - 10:40","3
10:50 - 11:35","4
11:45 - 12:30","5
12:50 - 13:35","6
13:55 - 14:40","7
14:50 - 15:35","8
15:45 - 16:30"
0,,"7В
ВТЭК
50","7В
ВТЭК
50","8Б
ВТЭК
50","8Б
ВТЭК
50","8Д
ВТЭК
50","8Д
ВТЭК
50",,
1,,"9Б
ВТЭК
50","9А
ВТЭК
50","9Г
ВТЭК
50","9В
ВТЭК
50",,"9Д
ВТЭК
50",,
2,,,,,,,,,
3,,,,,,,,,
4,,,,,,,,,
5,,,,,,,,,
