,"0
08:30 - 08:55","1
09:00 - 09:45","2
09:55 - 10:40","3
10:50 - 11:35","4
11:45 - 12:30","5
12:50 - 13:35","6
13:55 - 14:40","7
14:50 - 15:35","8
15:45 - 16:30"
0,,,,,,,,,
1,,,,,,,,,
2,,"9А
Физика
415","9А
Физика
415","7А
Практ.Физ.
415","7А
Практ.Физ.
415","7А
Практ.Физ.
415","7А
Практ.Физ.
415",,
3,,"11А/11Б/11В/11Г/11Д
Физика (1)
415","11А/11Б/11В/11Г/11Д
Физика (1)
415","9А
Практ.Физ.
415","9А
Практ.Физ.
415","9А
Практ.Физ.
415","9А
Практ.Физ.
415",,
4,,,,,,,,,
5,,"7А
Физика
415","7А
Физика
415","9А
Физика
415","9А
Физика
415","11А/11Б/11В/11Г/11Д
Физика (1)
415","11А/11Б/11В/11Г/11Д
Физика (1)
415",,
