,"0
08:30 - 08:55","1
09:00 - 09:45","2
09:55 - 10:40","3
10:50 - 11:35","4
11:45 - 12:30","5
12:50 - 13:35","6
13:55 - 14:40","7
14:50 - 15:35","8
15:45 - 16:30"
0,,"8Б
Практ.Мат.
34","8Б
Практ.Мат.
34","6В
Алгебра и теория вероятностей
37","6В
Алгебра и теория вероятностей
37","8Б
Практ.Мат.
37","8Б
Практ.Мат.
37",,
1,,"6В
Математика
34","6В
Математика
34",,,"8Б
Алгебра и теория вероятностей
34","8Б
Алгебра и теория вероятностей
34",,
2,,,,"8Б
Геометрия
37","8Б
Геометрия
37",,,,
3,,"8Б
Алгебра
54","8Б
Алгебра
54","10Г
Геометрия
35","10Г
Геометрия
35",,,,
4,,,,,,,,,
5,,"8Б
Геометрия
31","8Б
Геометрия
31",,,,,,
