,"0
08:30 - 08:55","1
09:00 - 09:45","2
09:55 - 10:40","3
10:50 - 11:35","4
11:45 - 12:30","5
12:50 - 13:35","6
13:55 - 14:40","7
14:50 - 15:35","8
15:45 - 16:30"
0,"8Б
Классный Час
53",,,"8Б
Англ.яз.
53","8Б
Англ.яз.
53","8Д
Англ.яз.
53",,,
1,,"8Б
Англ.яз.
53","8Б
Англ.яз.
53","8Б
Англ.яз.
53","8Б
Англ.яз.
53",,,"10А/10Б/10В/10Д
Англ.яз. (3)
53",
2,,,,"8Д
Англ.яз.
53","8Д
Англ.яз.
53","8Г
Англ.яз.
28","8Г
Англ.яз.
28",,
3,,,,"8Г
Англ.яз.
46",,"10А/10Б/10В/10Д
Англ.яз. (3)
53","10А/10Б/10В/10Д
Англ.яз. (3)
53","10Б/10В/10Д
Англ.яз. (2)
53",
4,,,,"10А/10В/10Д
Англ.яз. (1)
53","10А/10В/10Д
Англ.яз. (1)
53","10Б/10В/10Д
Англ.яз. (2)
53","10Б/10В/10Д
Англ.яз. (2)
53","10А/10В/10Д
Англ.яз. (1)
53",
5,,,,,,,,,
