,"0
08:30 - 08:55","1
09:00 - 09:45","2
09:55 - 10:40","3
10:50 - 11:35","4
11:45 - 12:30","5
12:50 - 13:35","6
13:55 - 14:40","7
14:50 - 15:35","8
15:45 - 16:30"
0,,,,,,,,,
1,,,,,,,,,
2,,,,,"11Б
ОБЖ
сп.з.",,,,
3,,"6А
Физ-ра
сп.з.","6А
Физ-ра
сп.з.","9Д
Физ-ра","9Д
Физ-ра","6В
Физ-ра
сп.з.","6В
Физ-ра
сп.з.","8Д
ОБЖ
сп.з.",
4,,"10Б
Физ-ра
сп.з.","10Б
Физ-ра
сп.з.",,,"8Д
Физ-ра
сп.з.","8Д
Физ-ра
сп.з.","8Г
ОБЖ
сп.з.",
5,,"11Б
Физ-ра
сп.з.","11Б
Физ-ра
сп.з.","9Б
Физ-ра
сп.з.","9Б
Физ-ра
сп.з.","8Г
Физ-ра
сп.з.","8Г
Физ-ра
сп.з.",,
