,"0
08:30 - 08:55","1
09:00 - 09:45","2
09:55 - 10:40","3
10:50 - 11:35","4
11:45 - 12:30","5
12:50 - 13:35","6
13:55 - 14:40","7
14:50 - 15:35","8
15:45 - 16:30"
0,,,,,,,,,
1,,"8Г
Обществ.
47","8В
Обществ.
47",,,"10А/10Б/10В/10Г/10Д
Микроэкономика (1)
53","10А/10Б/10В/10Г/10Д
Микроэкономика (1)
53",,
2,,,,,,,,,
3,,,,"8В
Обществ.
54","8Г
Обществ.
54","8Г
Обществ.
54","8В
Обществ.
54",,
4,,,,,,,,,
5,,,,,,,,,
