,"0
08:30 - 08:55","1
09:00 - 09:45","2
09:55 - 10:40","3
10:50 - 11:35","4
11:45 - 12:30","5
12:50 - 13:35","6
13:55 - 14:40","7
14:50 - 15:35","8
15:45 - 16:30"
0,"9В
Классный Час
309",,,"10Б
Литература
309","10Б
Литература
309","9В
Литература
309","9В
Литература
309",,
1,,"9В
Рус.яз.
309","9В
Рус.яз.
309","10Б
Литература
309","10Б
Литература
309","9А
Рус.яз.
309","9А
Рус.яз.
309","9А
Литература
309",
2,,,,,,"9А
Литература
309","9А
Литература
309",,
3,,,,"10Б
Рус.яз.
309","10Б
Рус.яз.
309",,,"9В
Литература
309",
4,,,,,,,,,
5,,,,,,,,,
