,"0
08:30 - 08:55","1
09:00 - 09:45","2
09:55 - 10:40","3
10:50 - 11:35","4
11:45 - 12:30","5
12:50 - 13:35","6
13:55 - 14:40","7
14:50 - 15:35","8
15:45 - 16:30"
0,,,,,,,,,
1,,"9Д
Информатика
26","9Д
Информатика
26","11А/11Б/11В/11Г
Информатика (1)
26","11А/11Б/11В/11Г
Информатика (1)
26","9Б
Информатика
26","9Б
Информатика
26",,
2,,"8Г
Информатика
26","8Г
Информатика
26","6В
Информатика
26","6В
Информатика
26","7Д
Информатика
26","7Д
Информатика
26",,
3,,"9А
Информатика
26","9А
Информатика
26","6А
Информатика
26","6А
Информатика
26","8Д
Информатика
26","8Д
Информатика
26",,
4,,"7Г
Информатика
26","7Г
Информатика
26","11А/11Б/11В/11Г
Информатика (1)
26","11А/11Б/11В/11Г
Информатика (1)
26","7А
Информатика
26","7А
Информатика
26",,
5,,"10А/10В/10Г
Информатика (5)
26","10А/10В/10Г
Информатика (5)
26","10А/10Б/10В/10Г/10Д
Информатика (2)
26","10А/10Б/10В/10Г/10Д
Информатика (2)
26","10А/10Б/10В/10Г/10Д
Информатика (1)
26","10А/10Б/10В/10Г/10Д
Информатика (1)
26",,
