,"0
08:30 - 08:55","1
09:00 - 09:45","2
09:55 - 10:40","3
10:50 - 11:35","4
11:45 - 12:30","5
12:50 - 13:35","6
13:55 - 14:40","7
14:50 - 15:35","8
15:45 - 16:30"
0,,"11Б
Алгебра
31","11Б
Алгебра
31","8Г
Геометрия
31","8Г
Геометрия
31","11Д
Алгебра
31","11Д
Алгебра
31","11Д
Геометрия
31",
1,,,,"8Г
Алгебра
31","8Г
Алгебра
31","11Б
Подготовка к ЕГЭ по математике
31","11Б
Подготовка к ЕГЭ по математике
31","11А/11Б/11В/11Г/11Д
Олимпиадная математика (1)
31","11А/11Б/11В/11Г/11Д
Олимпиадная математика (1)
31"
2,,"11Б
Алгебра
31","11Б
Алгебра
31","11Б
Геометрия
31","11Д
Алгебра
31","11Д
Алгебра
31","11Д
Геометрия
31",,
3,,"8Г
Геометрия
31","8Г
Геометрия
31","11Б
Геометрия
31","11Б
Геометрия
31","11Д
Подготовка к ЕГЭ по математике
31","11Д
Подготовка к ЕГЭ по математике
31","11Д
Геометрия
31",
4,,"8Г
Практ.Мат.
31","8Г
Практ.Мат.
31","8Г
Практ.Мат.
31","8Г
Практ.Мат.
31","8Г
Алгебра и теория вероятностей
31","8Г
Алгебра и теория вероятностей
31","11А/11Б/11В/11Д
Олимпиадная математика (2)
31","11А/11Б/11В/11Д
Олимпиадная математика (2)
31"
5,,,,,,,,,
