,"0
08:30 - 08:55","1
09:00 - 09:45","2
09:55 - 10:40","3
10:50 - 11:35","4
11:45 - 12:30","5
12:50 - 13:35","6
13:55 - 14:40","7
14:50 - 15:35","8
15:45 - 16:30"
0,,"7Г
География
47","7Д
География
47","7Д
География
47",,"7А
География
47","8Г
География
47","8Д
География
47",
1,,,,,,"10А/10Б/10В/10Г/10Д
География (1)
47","10А/10Б/10В/10Г/10Д
География (1)
47",,
2,,"10А/10Г/10Д
География (4)
47","10А/10Г/10Д
География (4)
47","10А/10Б/10В/10Г/10Д
География (2)
47","10А/10Б/10В/10Г/10Д
География (2)
47",,,"8Г
География
47",
3,,"7Б
География
47","7Б
География
47","7А
География
47",,"7В
География
47","7В
География
47",,
4,,,,"10А/10Б/10В/10Г/10Д
География (3)
47","10А/10Б/10В/10Г/10Д
География (3)
47",,"7Г
География
47","8Д
География
47",
5,,,,,,,,,
