,"0
08:30 - 08:55","1
09:00 - 09:45","2
09:55 - 10:40","3
10:50 - 11:35","4
11:45 - 12:30","5
12:50 - 13:35","6
13:55 - 14:40","7
14:50 - 15:35","8
15:45 - 16:30"
0,,,,,,,,,
1,,"7А
Физ-ра
сп.з.","7А
Физ-ра
сп.з.","7В
Физ-ра
сп.з.","7В
Физ-ра
сп.з.","8А
Физ-ра
сп.з.","8А
Физ-ра
сп.з.","8Б
ОБЖ
сп.з.",
2,,"8Б
Физ-ра
сп.з.","8Б
Физ-ра
сп.з.",,"11В
ОБЖ
сп.з.",,,"8В
ОБЖ
сп.з.",
3,,"7Г
Физ-ра
сп.з.","7Г
Физ-ра
сп.з.","9Г
Физ-ра
сп.з.","9Г
Физ-ра
сп.з.","7Б
Физ-ра
сп.з.","7Б
Физ-ра
сп.з.","8А
ОБЖ
сп.з.",
4,,"8В
Физ-ра
сп.з.","8В
Физ-ра
сп.з.","7Д
Физ-ра
сп.з.","7Д
Физ-ра
сп.з.",,,,
5,,"11В
Физ-ра
сп.з.","11В
Физ-ра
сп.з.","9Б
Физ-ра
сп.з.","9Б
Физ-ра
сп.з.",,,,
