,"0
08:30 - 08:55","1
09:00 - 09:45","2
09:55 - 10:40","3
10:50 - 11:35","4
11:45 - 12:30","5
12:50 - 13:35","6
13:55 - 14:40","7
14:50 - 15:35","8
15:45 - 16:30"
0,,,,,,,,,
1,,,,,,,,,
2,,,,,,"11А
Подготовка к ЕГЭ по математике
34","11А
Подготовка к ЕГЭ по математике
34",,
3,,,,,,,,,
4,,"8А
Практ.Мат.
309","8А
Практ.Мат.
309",,,,,,
5,,,,,,,,,
