,"0
08:30 - 08:55","1
09:00 - 09:45","2
09:55 - 10:40","3
10:50 - 11:35","4
11:45 - 12:30","5
12:50 - 13:35","6
13:55 - 14:40","7
14:50 - 15:35","8
15:45 - 16:30"
0,"7Г
Классный Час
20",,"7В
Англ.яз.
24","9В
Англ.яз.
24","9В
Англ.яз.
24",,,"9Д
Англ.яз.
20",
1,,"9Г
Англ.яз.
20","9Г
Англ.яз.
20",,,,,,
2,,"7В
Англ.яз.
20","7В
Англ.яз.
20","7Г
Англ.яз.
20","7Г
Англ.яз.
20","9В
Англ.яз.
23",,"11А/11В/11Г/11Д
Англ.яз. ЕГЭ (1)
20","11А/11В/11Г/11Д
Англ.яз. ЕГЭ (1)
20"
3,,"7А
Англ.яз.
20","7А
Англ.яз.
20","7Г
Англ.яз.
20","7Г
Англ.яз.
20","7Г
Англ.яз.
20","7Г
Англ.яз.
20",,
4,,,,,"7А
Англ.яз.
415","9Д
Англ.яз.
20","9Д
Англ.яз.
20","9Г
Англ.яз.
20",
5,,,,,,,,,
